ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B010O757HY,5.0,i cant find this brand anywhere in my part of the state  i like seagramsbecause it is not as sweet as others and calorie count is lower  i always have some in the fridge and order these  or  cartons at a time when the price is down  unfortunately i have seen it jump up to over  on amazon before  i wait until the price drops to   and then stock up,seagrams ginger ale soda soft drinks fridge pack cans  fl oz  pack,4.68,0.7428571428571429,70.0,11.666666666666666,17.35,70,1,10,6,1,5,1,3,7,70.0,70.0,11.6667,6.0,10.0,6.0,0.8333,5.0,1.0,1.0,3.0,0.5,7.0,1.1667,32,12,25,11,41,12,30,11,0.73,0.37,0.38,0.2,0.2,0.32,32,32,32.0,32.0,0.78,0.78,3.53,5.0,0.93,24.17,0.83,1.0,5.0,1.58,0.17,0.84,0.1,0.07,0.17
B00VTU6P0Y,5.0,wow i am used to waterproof mascara that works to an extent but you still end up with little black flecks or smudges bellow your eyes i live part time in the tropics so i needed really waterproof and this was it didnt run smudge or fleck and i wore it in pouring like monsoon rain and while doing a swimming test for my scuba license the one i received looks more dark brown on the wand so it does go on a little lighter than the expected black,covergirl lashblast volume waterproof mascara black brown   ounce packaging may vary volumeboosting hypoallergenic mascara with brush,6.99,0.7752808988764045,12.714285714285714,9.88888888888889,6.52,89,1,14,9,7,3,3,2,7,89.0,12.7143,9.8889,9.0,2.0,1.2857,0.3333,0.4286,7.0,0.4286,0.2857,0.2222,1.0,0.7778,43,15,40,15,54,18,50,18,0.93,0.36,0.35,0.19,0.56,0.53,43,41,40.4,41.2,0.8,0.82,4.14,5.85,0.94,30.34,0.8,0.94,14.06,2.65,0.3,0.82,0.16,0.04,0.2
B01G6I6A4E,5.0,i bought these thinking they would be good for low blood sugar treatment theyre not they only have  carbs but i still fell in love with how good they taste friend and i were chilling inside watching netflix on a rainy day opened these up they were gone by the end of the day,capri sun roarin waters flavored water beverage berry  pouches,5.07,0.8148148148148148,18.0,7.714285714285714,50.51,54,1,8,7,3,4,3,0,4,54.0,18.0,7.7143,7.0,2.6667,2.3333,0.5714,1.3333,3.0,1.0,0.0,0.0,1.3333,0.5714,27,7,24,7,33,7,28,7,0.85,0.25,0.26,0.25,0.5,0.5,27,27,27.0,27.0,0.82,0.82,3.32,4.7,0.94,26.46,0.86,1.0,8.0,2.0,0.29,0.79,0.11,0.07,0.18
B00IB0CO1O,5.0,ive used other brands of such wipes in the past and im equally pleased with these  i certainly like the fact that they are from an environmentally responsible company  these wipes are great to use in so many places    bathroom   kitchen   outside bbq   office   boat   camper   etc,seventh generation disinfecting multisurface wipes lemongrass citrus  count,5.49,0.8936170212765957,47.0,15.666666666666666,15.31,47,1,4,3,1,2,1,1,6,47.0,47.0,15.6667,3.0,4.0,3.0,0.6667,2.0,1.0,1.0,1.0,0.3333,6.0,2.0,28,9,26,9,31,10,28,10,0.9,0.36,0.32,0.25,0.25,0.35,28,28,28.0,28.0,0.9,0.9,3.56,5.03,0.97,50.32,0.93,0.75,2.25,1.06,0.11,0.92,0.32,0.11,0.43
B0014CZUZ8,5.0,a pack of these and a piece of fruit is my goto breakfast on the go the portion size is just right to satisfy hunger without making you feel overly full or piling on the calories healthier fats no sugar plus fiber protein and minerals make these one of the better options among convenience snacks theyre also tasty and not excessively salty,planters nutrition cashews almonds macadanias  oz,5.98,0.8225806451612904,62.0,15.5,25.47,62,1,7,4,1,1,1,3,9,62.0,62.0,15.5,4.0,7.0,4.0,0.25,1.0,1.0,1.0,3.0,0.75,9.0,2.25,35,21,32,21,37,21,33,21,0.89,0.64,0.6,0.62,3.12,1.25,35,35,35.0,35.0,0.95,0.95,4.07,5.75,0.98,101.9,0.97,0.88,6.12,1.75,0.21,1.0,0.15,0.09,0.24
B00YR999UW,5.0,i usually dont leave reviews even though i buy according to them lolbut i had to for this i am clearing out my old toxic products one at a time and replacing them and this one will be a staple in my house my skin feels amazing it wakes my skin up its minty but feels amazing i even used it on my face highly recommend,alba botanica very emollient sparkling mint bath amp shower gel  oz,7.29,0.7121212121212122,66.0,9.428571428571429,29.87,66,1,7,7,1,4,1,2,4,66.0,66.0,9.4286,7.0,7.0,7.0,0.5714,4.0,1.0,1.0,2.0,0.2857,4.0,0.5714,30,7,26,7,39,8,34,8,0.87,0.24,0.23,0.27,0.82,0.64,30,30,30.0,30.0,0.77,0.77,3.4,4.8,0.93,22.22,0.76,0.91,9.09,2.13,0.29,0.69,0.09,0.09,0.18
B00UB6E4IM,2.0,you get what you pay forits a big bottle so theres value in that but its not great for your hair i felt like my hair would get even dryer when i used it and i was glad to get to the end of the bottle to pick something else might be better for people with shorter hair but for my longer locks it did no good,tresemmeacute conditioner moisture rich  oz,3.98,0.7611940298507462,67.0,7.444444444444445,45.77,67,1,11,9,1,4,1,0,8,67.0,67.0,7.4444,9.0,11.0,9.0,0.4444,4.0,1.0,1.0,0.0,0.0,8.0,0.8889,28,5,24,5,37,5,32,5,0.86,0.16,0.18,0.23,0.69,0.59,28,28,28.0,28.0,0.76,0.76,3.25,4.6,0.92,20.32,0.75,0.77,7.69,1.96,0.31,0.77,0.16,0.03,0.19
B00MHTGEHA,5.0,general no these will not make you high mentally but yet i get high physically since three tablespoon of this beauty once again only  tablespoon which is  gr offer me  magnesium and  zinc which allows me to get to really high spots in the mountains with my mountain bike or catch those big high waves in the ocean since my muscles do not cramp due to magnesium intake of hemp seeds what an absolute joke in us they continuously talk about health care but yet this one creation of nature which offers so much not only is not produced in us but yet the only site that i trust for ingredients which is the usda nutritional value will not offer me any info in regard to this superfood now you probably get an idea why so many industries controlling your dear representatives in us senate will not allow hemp to have a chance to flourish in us big pharma loves that idea since they sell those magnesium supplements which god knows what is in those unregulated tablets but yet citizens of us will not have access to the simple knowledge of all the minerals vitamins proteins and multitude of healthy hidden ingredients that this superfood offers at a reasonable price but yet they have all the nutritional value of chia seeds which hardly has any vitamin or mineral but yet a whopping fiber at a whopping price since it is no threat to any industry in us shame shame shame while hemp and marijuana are kissing cousins the amount of thc in hemp is almost non existent two tablespoons contains  milligrams of antiinflammatory gammalinolenic acid and  grams of  fats plus all nine essential amino acids compounds that help maximize recovery from workouts i consume these straight from the container with spoon an hour before my work outs without mixing in a bowl or as dressing i consume it first thing in the morning or when i need a quick burst of energy regardless of the time of the day for years i have consumed  sunflower seeds  in water  sesameflax seeds ground in coffee makercocoa powderunflavoured protein isolate  seeds   garlic on daily basis seeds all go rancid due to the oil and the germ of the seed so regardless of the type or brand seeds need to be stored in freezer in a dark cold sealed container away from any moisture if plastic container then it needs to be  or for me it is much safer in glass containers that keeps air out i consume seeds within two weeks and insure not to purchase in big quantities since freshness is a priority to me due to the nutritional value which i consume food for any food hemp is an unbelievable product and you can not grow it in us since it is illegal and big business does not want to see you healthy no gain for big industries either since it is so cheap to grow with so many benefits that scares big pharma plastic industry fabriccotton industry pesticide producers etc so if you live in us canada becomes your only hope hemp increases my level of energy without any artificial stimulants like caffeine and sugar more energy with less empty calorie fillers like sugar and saturated fat in all energy bars which i never consume hemp contains the highest percentage of globulin than any other plant which is an essential amino acid that helps my body to create antibodies a component of a healthy immune system healthy addition to a weight loss plan since it provides essential nutrients such as protein essential fatty acids fibre vitamins and minerals without adding an excess amount of calories starch sugar or salt one of the best natural boosters that i can get when doing any type of sport or when i need energy without a big meal hemp is truly a good plant for the environment and it is shame that we have to deal with the politics of the hemp instead of the benefits of the hemp in us victim of its own success this is a super food next to quinoa kale broccoli dandelion raw honey garlic legumes nuts seeds etc organic is always better for the planet earth and its inhabitants thank you thank you thank you canadaminerals hemp is one of the kings of nutrients when it comes to minerals and so important to me as a whole delicious seed with highest magnesium highest potassium highest zinc and the healthiest fataccordingly for  servings size ofsesameflaxchiaamaranthquinoahemppistachioalmondcashewpeanutavocadocaloriessat fatcalciummagnesiumpotassiumzincfiber phytosterolsfreshness fresh means nutritious and delicious i consume lots of seeds beans grains vegetables etc and freshness is a priority regardless of the brand so i always purchase my food ingredients in small quantities from reputable sellers with high turnover when fresh food is nutritious and that goes for any food in any form from frozen to canned fresh food is nutritious as well as delicious since nutrients give food its delicious taste when old or rancid nutrients are gone and any food item becomes an empty calories with no taste and absolutely worthless regardless of the brand or price organic or conventional for few years i consumed seeds in oil form since physicians advised me to do so not knowing that majority are not aware that seeds hardly offer any nutrients unless seeds are fresh not old which means rancid not in oil form not in supplement form not hulled ground and consumed within few days kept in dark cold temperatures away from lightsunmoisture since the oil in seeds and nuts go rancid regardless that is why brown rice which has its nutrients will go rancid even if kept in freezer while white rice will last for years at room temperature since it hardly has any nutrients or oil i ground in my coffee grinder sesame flax chia amaranth hemp then add cocoa isolate protein soy milk and consume it before my workouts on daily basis for its vitamins minerals protein and many nutrients without much spike in my glucose unhulled seeds are full of nutrients i never consume hulled seeds which are empty calories absolutely worthless since the nutrients have been removedcarbohydrates carbohydrates are stored as glycogen in the muscles which weigh something like  grams per kilo of muscle protein and fats do not get stored as glycogen additional weight if you are a marathon runner then it is not important how healthy or fit you may feel or look since if you did not consume enough carbohydrates then there is not enough glycogen in your muscles and you will not finish the marathon regardless so i want healthy fat not carbohydrates i want muscles not glycogen except on the days that i surf for hours and hoursfat the most important hormone and the one thats crucial for weight loss is insulin insulin is the hormone that controls fat storage a highcarb diet increases the amount of glucose in the bloodstream which in turn means you produce more insulin the more insulin the body produces the more fat gets stored a lowcarb diet means less insulin making it easier to lose weight because less fat is then stored for intake of a massive  calories every day for three weeks with calories from a lowfat highcarb diet and for another three weeks with calories from more fat no carbs with exactly the same amount of calories with moderate exercise regimen each time lowfat diet stacked on  with   around the middle where the high fat diet offered a loss of  lb and loss of  from waistline if calorie is calorie then in my case and my experience shows that i would prefer to get my calories from a healthy fat from sesame seed and almond than the calories from the carbs in chia almonds have the highest fat calories from all the seeds and nuts and that is a priority to me in type of calories since i am kind of vegan who consumes fish but hardly any meat or chickenaccordingly for  servings size ofamaranthquinoaflaxpeanutalmondschiasesamesunflowercashewpistachiochickpeaslentilsspinachavocadototal calories calories from carbscalories from fatcalories from proteinwith only  saturated fat avocado offers so many calories from fat but from mono and poly fats which is the same for sesame seed as well making those superdfoods with lots of other nutrients as well calories from fat are only healthy when such food is low in saturated fat and high in poly or mono fats junk food usually provides a large number of calories per serving with the majority of the calories from fat unhealthy saturated fat with no poly or mono fats on a  calorie diet need to consume less than  grams of fat a day for those reasons even consuming too many cashews are unhealthy since cashews hardly offer nutrients except high in zinc but very high in saturated fat for almost the same total calories sesame offers half of chias carb calories gain but  more fat calories with high amount of nutrients for weight loss sesame is my calcium but almonds are the superfood when it comes to fat calories and vitamin e americans consume enough peanut butter each year to coat the floor of the grand canyon priced for  but hardly with any nutrients vs sesame none offer ala and not only flaxs high ala is needed but it balances the  which is so abandoned in all foods and not healthy at all but but but hemp is the king for magnesium potassium zinc where is needed most for my muscle cramps and goes with all my work outs,manitoba harvest hemp hearts raw shelled hemp seeds  with  of protein amp omegas per serving,10.19,0.33061480552070266,,,-1537.98,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,210,390,205,984,445,854,438,0.87,0.51,0.51,0.21,6.65,1.82,411,41,43.7,41.5,0.42,0.78,9.26,13.1,0.87,23.63,0.46,0.54,44.73,4.73,0.1,0.49,0.12,0.02,0.14
B00IB1RUEY,5.0,the goodsense naproxen sodium tablets are a much more affordable alternative to aleve these work well for me for muscle aches as well as headaches and joint paini have been trying to cut back on taking acetaminophen and with these goodsense tablets i can take fewer dosages and still manage any pain flare upsi carry a  bottle with me everywhere,goodsense all day pain relief  mg naproxen sodium tablets  count,2.2,0.8,30.0,15.0,27.5,60,1,7,4,2,1,2,1,5,60.0,30.0,15.0,4.0,3.5,2.0,0.25,0.5,2.0,1.0,0.5,0.25,2.5,1.25,35,15,29,14,40,17,33,16,0.82,0.48,0.43,0.12,0.12,0.25,35,35,35.0,35.0,0.88,0.88,3.91,5.53,0.96,44.26,0.88,0.88,6.12,1.75,0.21,0.93,0.21,0.09,0.3
B01B5Q8ZYA,1.0,the package had a promotion stating that it now tastes even better  i guess that should have been a clue that it wouldnt be very good and i cant imagine if this is better how bad the original must have tasted  the flavor was off and the noodles were a strange consistency with a gluelike aftertaste,annie chuns soup bowl vietnamese style pho nongmo vegan ,3.65,0.7678571428571429,56.0,5.6,31.56,56,1,10,10,1,5,1,0,7,56.0,56.0,5.6,10.0,10.0,10.0,0.5,5.0,1.0,1.0,0.0,0.0,7.0,0.7,26,10,23,10,35,10,26,10,0.74,0.38,0.38,0.4,0.8,0.63,26,26,26.0,26.0,0.74,0.74,3.11,4.39,0.92,18.47,0.88,0.8,3.2,1.26,0.15,1.0,0.19,0.15,0.35
B000RPUCOM,5.0,i was really taken by surprise at how good these potatoes taste i tried several flavors and have liked all so far they are great at home or on my camping trips as a very quick side dish and just the right portion for two to three people ill give idahoan two thumbs up,idahoan mashed potatoes butter amp herb  oz,0.99,0.9259259259259259,54.0,10.8,50.51,54,1,5,5,1,2,1,1,7,54.0,54.0,10.8,5.0,5.0,5.0,0.4,2.0,1.0,1.0,1.0,0.2,7.0,1.4,31,7,28,7,33,7,28,7,0.85,0.25,0.23,0.29,0.57,0.53,31,31,31.0,31.0,0.94,0.94,3.82,5.4,0.98,84.92,1.0,1.0,7.0,1.87,0.25,1.0,0.21,0.14,0.36
B00IO97I1I,5.0,these little yums are light but big about  x  and easy for little hands to holdthere are three per pack which is fine because they are thin enough and a good size for adults to easily snap them in half in case you have two little onesif they are younger and teething its great for them to slowly gnaw on plus as they gnaw they dissolve a little and make it easy for babies without too many teeth to consumei have two  who love to both gnaw and chew away at them so far weve tried this flavor and thenbspa datahookproductlinklinked classalinknormal  organics little yums  pumpkin banana  oza and my kids seem to like both,plum organics little teethers organic baby teething wafers apple with leafy greens  oz  count,3.48,0.6956521739130435,38.333333333333336,9.583333333333334,-19.88,115,1,16,12,3,9,3,4,16,115.0,38.3333,9.5833,12.0,5.3333,4.0,0.75,3.0,3.0,1.0,1.3333,0.3333,5.3333,1.3333,50,17,44,17,63,20,52,20,0.83,0.38,0.34,0.54,3.77,1.37,50,39,40.7,41.0,0.79,0.78,4.45,6.3,0.94,32.26,0.85,1.0,13.0,2.55,0.25,0.95,0.23,0.04,0.27
B0195VBQT8,5.0,this is so cheap but so nice looking i use these up i actually use up the gel part a lot faster than the powder part and wish i could buy the gel separately and use up the powders i still have the gel produces a look that is a lot less harsh than eyebrow pencils tend to be i have black eyebrows that have thinned with age and i look better when i fill them in lengthen them and thicken them to simulate how i looked a few years ago for the money this is a fabulous produce,elf eyebrow kit medium,2.99,0.6060606060606061,99.0,9.0,4.83,99,1,17,11,1,8,1,4,8,99.0,99.0,9.0,11.0,17.0,11.0,0.7273,8.0,1.0,1.0,4.0,0.3636,8.0,0.7273,37,10,31,9,63,14,50,13,0.79,0.26,0.27,0.14,0.29,0.38,37,29,32.7,30.4,0.59,0.58,3.3,4.66,0.87,14.01,0.62,0.71,7.14,1.89,0.2,0.59,0.18,0.08,0.26
B005IHMKUI,4.0,i love the regular desitin but i use an extra amount of ointment before bed since we go longer between diaper changes when baby is sleeping and it seems this extra strength actually caused her a rash maybe its coincidence or maybe its too strong for her skin im not sure im just a little paranoid to continue using it for every day use so i switched back to regular  desitin or burt bees and aquaphor,desitin maximum strength baby diaper rash cream with  zinc oxide for diaper rash relief amp prevention  oz,5.37,0.7894736842105263,25.333333333333332,10.857142857142858,11.26,76,1,9,7,3,4,3,2,9,76.0,25.3333,10.8571,7.0,3.0,2.3333,0.5714,1.3333,3.0,1.0,0.6667,0.2857,3.0,1.2857,39,11,35,10,47,13,42,12,0.89,0.29,0.28,0.0,0.0,0.0,39,39,39.0,39.0,0.83,0.83,4.02,5.69,0.95,34.5,0.83,0.91,9.09,2.13,0.24,0.86,0.14,0.07,0.21
B0014CX0PK,5.0,i recently received a free sample of childrens advil from pfizer and it certainly came in handy already my threeyear old son hurt his foot while opening a door in our house he basically ripped his nail down to his cuticle and was in a lot of pain after cleaning and bandaging the toefoot i gave him some childrens advil since he said it was really hurting him after about a half hour the medicine must have kicked in because he was running around like nothing was even wrong with him he even liked the medicine so much the grape flavor makes it taste like juice that he keeps asking for more medicine of course i told him that he can only take it when he actually needs it i am so thrilled with childrens advil and will be telling everyone i know about it and handing out the coupons i received with my free sample thanks pfizer and childrensadvil for my free sample,childrenrsquos advil suspension  fl oz grapeflavored  ibuprofen fever reducerpain reliever liquid pain medicine ages  ndash ,5.69,0.6097560975609756,164.0,8.631578947368421,-69.61,164,1,22,19,1,13,1,4,19,164.0,164.0,8.6316,19.0,22.0,19.0,0.6842,13.0,1.0,1.0,4.0,0.2105,19.0,1.0,69,19,61,18,95,26,81,25,0.85,0.31,0.28,0.11,0.33,0.41,69,43,40.9,41.0,0.73,0.86,5.01,7.08,0.93,28.16,0.75,0.81,17.93,2.99,0.27,0.71,0.11,0.09,0.2
B00IB0CO1O,5.0,i love the convenience of wipes and feel good using these because they are much more natural than others on the market  the scent is a bit strong but if i wash my hands after using the wipes it doesnt bother me  i feel good about it because the scent comes from oils rather than synthetic perfumes  i have purchased these several times  i also did recently receive a free sample from seventh generation but the above opinions are  mine,seventh generation disinfecting multisurface wipes lemongrass citrus  count,5.49,0.725,80.0,8.0,7.2,80,1,12,10,1,5,1,1,10,80.0,80.0,8.0,10.0,12.0,10.0,0.5,5.0,1.0,1.0,1.0,0.1,10.0,1.0,39,8,33,8,50,10,41,10,0.82,0.24,0.21,0.08,0.08,0.2,39,39,39.0,39.0,0.78,0.78,3.9,5.52,0.94,26.75,0.8,0.83,8.33,2.04,0.24,0.88,0.24,0.02,0.27
B00W4H8EJG,4.0,this water is like lemonade sweeter than i expected but its a low calorie treat basically i like to dilute it with more water because its a bit sweet but the taste is great especially if youre trying to cut out soda or bored of water i received this free for testing purposes  but this is my honest opinion,nestle splash water beverages with natural fruit flavors lemon  plastic bottles  ct,2.69,0.7627118644067796,59.0,9.833333333333334,28.51,59,1,8,6,1,3,1,1,9,59.0,59.0,9.8333,6.0,8.0,6.0,0.5,3.0,1.0,1.0,1.0,0.1667,9.0,1.5,29,10,25,9,35,10,29,9,0.83,0.31,0.34,0.25,0.5,0.5,29,29,29.0,29.0,0.83,0.83,3.47,4.9,0.95,29.19,0.86,1.0,8.0,2.0,0.28,0.79,0.21,0.03,0.24
B00SV110G8,4.0,i dont use caffeine and only rarely even have a decaf however everyone else in my house or guest in my house is a coffee addict my friends make fun of my lack of coffee accessories as my husband drinks it black i chose this to offer up to my friends but i did try it myself with decafi really liked it it cuts the bitterness of coffee and does impart a hazelnut flavor it was an especially welcome surprise for my friends and family with diabetes who avoid sugar grams more than calories for me the noncoffee drinker i did need a tablespoon to make the coffee palatable i would not spend  calories that way routinely but this isnt a product id usually use however for my friends it got raves nice to have in the house to offer to others,coffeemate sugar free hazelnut powder coffee creamer  ounce,3.57,0.6197183098591549,inf,10.142857142857142,-55.74,142,1,20,14,0,9,0,3,17,142.0,0.0,10.1429,14.0,0.0,0.0,0.6429,0.0,0.0,0.0,0.0,0.2143,0.0,1.2143,65,25,58,25,86,26,76,26,0.88,0.34,0.38,0.11,0.21,0.32,65,41,41.0,41.4,0.76,0.82,4.96,7.01,0.94,30.78,0.76,0.79,11.84,2.43,0.2,0.7,0.07,0.11,0.17
B00R1H0V18,5.0,sweet  salty  chocolate  yumm  these are tasty if you are trying to diet this is a great alternative to candy bars because these only have  grams of sugar each i usually will eat one a day for a snack  it will satisfy my chocolate craving try some of the other flavors too theyre tasty ,nature valley granola bars sweet and salty nut dark chocolate peanut amp almond  bars   oz,2.95,0.8333333333333334,54.0,7.714285714285714,25.13,54,1,8,7,1,2,1,0,6,54.0,54.0,7.7143,7.0,8.0,7.0,0.2857,2.0,1.0,1.0,0.0,0.0,6.0,0.8571,26,13,23,13,31,15,26,15,0.84,0.58,0.5,0.5,1.5,0.87,26,26,26.0,26.0,0.84,0.84,3.3,4.67,0.95,29.12,0.88,0.83,4.17,1.44,0.19,0.92,0.19,0.08,0.27
B011R60BIQ,1.0,my sons have acne and require non irritant body products this company admits in its ingredients that it contains these chemicalssodium coco sulfate sodium sulfate acetate benzyl alcohol likely synthetic versionwhy be honest now sodium benzoate limonene linalool if the latter two have had interference of their natural form by being oxidized then they join all the above as immunocompromising ingredients skin irritants that are far from organic on the lower part of the bottle it states that there are no sodium laurel or laureth sulfates known as sls and sles yet above in the ingredients sodium coco sulfate sodium sulfate are exactly that  this product does not qualify for one star but i wanted to post this message for anyone with skin problems or that want a true organic product a lot of man made synthetic ingredients that disrupt any natural ingredients and make this a nonorganic product i do not ownwork for an organic company just love and care about my kids so have done a ton of research,avalon organics nourishing lavender shampoo  oz,16.34,0.6783625730994152,171.0,10.6875,-102.1,171,1,21,16,1,11,1,5,26,171.0,171.0,10.6875,16.0,21.0,16.0,0.6875,11.0,1.0,1.0,5.0,0.3125,26.0,1.625,75,30,69,30,111,47,97,47,0.87,0.48,0.4,0.33,2.33,1.08,75,42,39.8,38.8,0.68,0.78,5.03,7.12,0.92,24.57,0.71,0.81,13.76,2.62,0.18,0.69,0.13,0.04,0.18
B00HZ6X8QU,5.0,i dislike fragrances so the unscented option of this detergent is great for me i use it in a high efficiency machine and i use a little less than is recommended even for he  a washing machine repairman once told me to do that anyway my clothes always smell and appear clean and thats really the long and short of it i have no complaints,tide original scent he turbo clean liquid laundry detergent  loads  fl oz packaging may vary,11.99,0.7538461538461538,65.0,9.285714285714286,22.42,65,1,8,7,1,4,1,3,8,65.0,65.0,9.2857,7.0,8.0,7.0,0.5714,4.0,1.0,1.0,3.0,0.4286,8.0,1.1429,34,8,29,8,39,8,33,8,0.85,0.24,0.24,0.0,0.0,0.0,34,34,34.0,34.0,0.87,0.87,3.85,5.44,0.96,42.48,0.88,0.9,8.1,2.01,0.27,0.85,0.21,0.09,0.3
B0014CX0PK,5.0,this is great for my sons fevers for those of you who are paying big bucks for the infant version look into using the childrens instead its half the strength so youll have to use twice as much volume to get the same dose but it costs  times less making it half the price overall math people,childrenrsquos advil suspension  fl oz grapeflavored  ibuprofen fever reducerpain reliever liquid pain medicine ages  ndash ,5.69,0.8421052631578947,57.0,14.25,47.46,57,1,8,4,1,1,1,0,10,57.0,57.0,14.25,4.0,8.0,4.0,0.25,1.0,1.0,1.0,0.0,0.0,10.0,2.5,33,7,25,6,35,7,26,6,0.74,0.23,0.21,0.0,0.0,0.0,33,33,33.0,33.0,0.94,0.94,3.94,5.58,0.98,93.3,0.96,0.83,4.17,1.44,0.19,1.0,0.23,0.0,0.23
B016F7G0WS,5.0,love this product we cook   beef rounds for memorial day we start seasoning the meat the thursday before we cook on memorial day for  rounds we use  bottles of this seasoning and olive oil we cook the meat on a rotisserie over hot coils for about  hours the flavor is amazing and is completely thru the meat we feed over  people and they all come back year after year for this great holiday,mccormick perfect pinch steak seasoning  oz,2.86,0.6164383561643836,73.0,12.166666666666666,14.3,73,1,10,6,1,3,1,2,10,73.0,73.0,12.1667,6.0,10.0,6.0,0.5,3.0,1.0,1.0,2.0,0.3333,10.0,1.6667,32,12,31,12,41,17,39,17,0.95,0.44,0.38,0.11,0.11,0.24,32,32,32.0,32.0,0.78,0.78,3.53,5.0,0.93,24.17,0.79,0.78,5.44,1.65,0.18,0.75,0.18,0.05,0.23
B00XHH6FXE,5.0,very refreshing grapefruit flavor drinkthe taste is so very fresh clean crisp and refreshingsweetened naturally with cane sugar sweet but not too sweet  not bitter or tartgood balance of flavors with the limerealize this is not grapefruit juiceit is like a grapefruit soda with lots of bubbles  overly carbonatednothing artificial or fakehighly recommendhighly recommend,q drinks q grapefruit spectacular sparkling grapefruit soda  fl oz slim can pack of ,3.99,0.7777777777777778,54.0,13.5,-0.26,54,1,4,4,1,3,1,3,7,54.0,54.0,13.5,4.0,4.0,4.0,0.75,3.0,1.0,1.0,3.0,0.75,7.0,1.75,32,21,28,21,41,25,33,25,0.8,0.76,0.66,1.0,3.0,1.22,32,32,32.0,32.0,0.78,0.78,3.53,5.0,0.93,24.17,0.85,1.0,3.0,1.22,0.09,0.88,0.27,0.09,0.36
B00HATCYUI,4.0,my cat was turning up her nose at this food but i just tried a new flavor and she loves it she isnt that used to canned food her previous cat mom gave her stale dry food maybe it just took some time for her to get used to what appears to be yummy kitty pate so hopefully she will eat the other  cans i have left from this purchase because it was a really good price much better than at my local grocers and i did not have to haul it home,fancy feast classic seafood feast  variety pack   oz each,12.82,0.7204301075268817,18.6,8.454545454545455,10.92,93,1,15,11,5,6,3,0,9,93.0,18.6,8.4545,11.0,3.0,2.2,0.5455,1.2,5.0,0.6,0.0,0.0,1.8,0.8182,45,11,38,11,57,11,47,11,0.82,0.23,0.24,0.12,0.25,0.35,45,40,39.8,40.8,0.79,0.8,4.21,5.96,0.94,30.03,0.81,0.94,14.06,2.65,0.32,0.76,0.19,0.06,0.26
B013QN9N14,3.0,nice soft scent but definitely doesnt provide  hours of moisture as claimed works for maybe an hour or so based on my informal tracking i will continue to use it and monitor to see if the product helps with dry lips in the long run but i also just like having different lip balms on hand,maybelline baby lips moisturizing lip balm pink punch  oz,3.39,0.9107142857142857,56.0,14.0,40.02,56,1,7,4,1,3,1,2,6,56.0,56.0,14.0,4.0,7.0,4.0,0.75,3.0,1.0,1.0,2.0,0.5,6.0,1.5,32,9,28,9,35,9,31,9,0.89,0.29,0.28,0.14,0.14,0.27,32,32,32.0,32.0,0.91,0.91,3.82,5.41,0.97,61.26,0.9,1.0,7.0,1.87,0.23,0.79,0.26,0.06,0.32
B00UB7DGHQ,3.0,the scent is nice and the product works well as have all secret products ive used the format is terrible though  its so wet i like to put antiperspirant on after getting dressed to avoid smudging but this will leave wet spots on my clothes it has to be applied and then dry before dressing,secret antiperspirant and deodorant for women original clear gel boho berry scent  oz,4.99,0.8545454545454545,55.0,11.0,41.03,55,1,12,5,1,4,1,1,4,55.0,55.0,11.0,5.0,12.0,5.0,0.8,4.0,1.0,1.0,1.0,0.2,4.0,0.8,27,7,23,6,33,8,26,7,0.79,0.27,0.26,0.18,0.36,0.43,27,27,27.0,27.0,0.82,0.82,3.32,4.7,0.94,26.46,0.88,0.91,9.09,2.13,0.38,0.86,0.19,0.08,0.27
