ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B00JZNHU88,3.0,easy to install  yesgood protection against viruses  no problems so farannoying norton popups  far fewer than previous versionsvirus protection for my phone  not really no its a little bit misleading because it doesnt so much provide antivirus protection for your phone as it provides basic helpingyoufindyourphoneifyoumisplaceit kinds of servicesfinal thoughts this is a good product overall but inside that plastic container is a business card and on that card is a url and a code to access the software online so actually theres no need for the plastic container at all i realize that some people dont care so much about the needless production of plastic packaging and crap thats going to end up sitting in a landfill but i actually do care and i find it slightly offensive im sure theres a marketing rationale for doing this sort of thing  people feel better about getting something tangible for their money instead of just getting access to something theyre going to download online  but after youve opened the plastic container and retrieved your little card youre just going to throw out the packaging how is that useful,norton small  device download code,149.99,0.6256684491978609,inf,15.583333333333334,-118.34,187,1,23,12,0,10,0,4,23,187.0,0.0,15.5833,12.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.3333,0.0,1.9167,87,33,80,32,120,41,107,40,0.89,0.37,0.38,0.32,2.56,1.13,87,42,42.5,40.9,0.72,0.83,5.62,7.94,0.93,30.95,0.75,0.8,16.0,2.83,0.19,0.76,0.18,0.06,0.23
B00065751Q,3.0,gmpfranklincovey planplus for microsoft outlook  works as promised  however there were minor problems and annoyances that got me to uninstall the software for example the software relies heavily on the net framework and this often caused lockups that required outlook to be restarted  i liked the single view of my calendar email tasks and notes but the interface needs updating to provide the look feel and funtionality of outlook   it was obviously designed around outlook    and therefore didnt harness some of the features of outlook   overall it was an average product that i give  stars,gmp planplus  for microsoft   ,27.91,0.7263157894736842,95.0,7.916666666666667,-33.42,95,1,17,12,1,5,1,4,11,95.0,95.0,7.9167,12.0,17.0,12.0,0.4167,5.0,1.0,1.0,4.0,0.3333,11.0,0.9167,50,18,45,17,59,22,51,21,0.86,0.41,0.36,0.21,0.64,0.57,50,44,42.7,42.9,0.85,0.88,4.6,6.51,0.96,43.63,0.88,1.0,14.0,2.65,0.27,0.81,0.16,0.02,0.18
B0002BQOF2,5.0,este programa me ayudo muchsimo a la hora de estudiar desde casa no poda pagar para clases y tampoco tenia tiempo para ir a la escuela todos los programas que uno encuentra pueden ser costosos y de hecho pueden servir para aprender a escribir o entender pero no hay quien evale nuestra pronunciacin en este programa tiene la posibilidad de practicar conversacin y tener un feedback es decir tener respuesta inmediata de la calidad con la que usted habla lo recomiendo al awesome product i learned english thanks to this product i work so many hours to provide for my son and for me so for that reason i can not go to school or pay for english classes this product save my life it gives an immediate feedback when the person is practicing conversation i really enjoy and have a good time with the games and activities i could do with this program,hablemos ingleacutes  english for native spanish speakers,4.99,0.7272727272727273,154.0,15.4,-76.38,154,1,12,10,1,9,1,2,17,154.0,154.0,15.4,10.0,12.0,10.0,0.9,9.0,1.0,1.0,2.0,0.2,17.0,1.7,84,48,79,47,102,58,96,57,0.94,0.59,0.57,0.33,1.67,0.91,84,43,45.9,43.9,0.82,0.85,5.88,8.32,0.96,47.85,0.82,1.0,15.0,2.74,0.16,0.78,0.16,0.01,0.17
B002ABMVD6,5.0,this is a good animation program if you take the time to read the user manual first this isnt a program that you just take out the box and start using it takes dedication study and really learning all the tools showcased in the user manual to really grasp the full power of this programit took me about  months to really grasp the full use of this program and ive been drawing since i was  years old and teaching cartooning for  years after using this one for about two years i picked up anime studio pro   its the same program but a pro version and more advanced and you can import images created in photoshop with ease you can check out my youtube channel to see the types of animation i created using this product and pro version at    if someone really wants to do animation start with this program and then if its really something you want to pursue pick up the pro version next its been  years and im still using anime studio with excitement and still learning something new about the program  but i will say this you really have to read the user manual and dedicate your time to learn ,anime studio debut   old version,11.99,0.5049019607843137,204.0,17.0,-118.67,204,1,27,12,1,6,1,8,21,204.0,204.0,17.0,12.0,27.0,12.0,0.5,6.0,1.0,1.0,8.0,0.6667,21.0,1.75,67,20,62,20,120,29,109,29,0.91,0.27,0.3,0.22,1.78,0.94,67,34,36.3,36.2,0.56,0.7,4.32,6.12,0.88,17.08,0.57,0.61,13.44,2.59,0.2,0.61,0.12,0.04,0.16
B00007M9T1,2.0,my  son had this game and the clifford learning activities  the learning adventures is a very limited game  my son went right through it and was bored after he had completed it  he occasionally wanted to play it after he had finished it but it just could not hold his attention like a good educational game  we got the clifford learning activities and were very pleased with this game  it is constantly challenging him and holds his interest  there are tons more educational areas than the birthday game  as a parent it contains more of the items i would like my son to learn and he too is thrilled with the other game  if you are looking for a game for the long haul avoid the learning adventures and get the activities,clifford the big red dog thinking adventures  pcmac,14.8,0.5681818181818182,132.0,9.428571428571429,-54.05,132,1,18,14,1,7,1,5,12,132.0,132.0,9.4286,14.0,18.0,14.0,0.5,7.0,1.0,1.0,5.0,0.3571,12.0,0.8571,44,10,40,10,72,12,59,12,0.82,0.2,0.23,0.18,0.53,0.51,44,33,33.5,37.5,0.61,0.66,3.67,5.19,0.88,16.13,0.68,0.88,13.24,2.57,0.25,0.48,0.14,0.08,0.22
B001AMHWP8,3.0,thats a direct quote from the help feature in the snow leopards mail program  so far todo implementation is my only disappointment  i was looking forward to dumping entourage and getting back to the simplicity of mailapp  i couldnt believe it when i discovered i couldnt create a todo from a message in an exchange server account im sure apple has its reasons but this is kind of huge for me  otherwise installation and setting up the mail account as a breeze as advertised,mac os x version  snow leopard mac computer with an intel processor required,36.99,0.7619047619047619,84.0,10.5,-13.79,84,1,10,8,1,3,1,1,11,84.0,84.0,10.5,8.0,10.0,8.0,0.375,3.0,1.0,1.0,1.0,0.125,11.0,1.375,46,18,42,18,55,21,49,21,0.89,0.43,0.39,0.22,0.44,0.47,46,43,42.3,41.6,0.84,0.86,4.39,6.2,0.96,39.03,0.86,1.0,9.0,2.12,0.18,0.89,0.2,0.06,0.27
B000089GKW,5.0,if you want to learn vb you cant beat getting the standard edition  if you want to write stand alone desktop apps that dont need to connect to remote database servers your goldif you dont need to be able to use your work commercially and are a student pass this up in favor of the academic version of visual studio and learn awaybut do not buy the standard edition if you think you are going to use it to make a living with it  i got it because i need to write an app that reads a binary file and then outputs a certain type of script then im pretty much done with it  i know im not going to try to pay my rent next month with my copy of the standard edition  to make a living nowadays you need the features that the standard edition does not supportif you know your just learning now are not a student and cant afford the visual studio you still cant go wrong getting standard nowyou might not be able to connect to a remote sql server but you can still do a lot of database programming till you can afford to upgrade and see your app work locally in the meantimeso it dosnt compile class libraries in the interface but the command line program vbcexethat comes with it does  its not as slick but it worksyou can still write all kinds of very serious applications after all code is code but the standard edition is not indended for a real production pipeline that will be profitable in todays worldi paid  for vb standard  off of amazon just to write one specific app and i got my moneys worth,microsoft visual basic net standard  old version,119.77,0.49477351916376305,,,-194.46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,37,98,37,171,53,154,53,0.9,0.34,0.36,0.19,1.85,0.96,102,42,39.8,41.1,0.6,0.83,5.52,7.8,0.9,22.22,0.64,0.57,17.8,2.98,0.2,0.82,0.14,0.05,0.19
B00LX4BZAQ,1.0,i had recently purchased a new laptop specifically to use with voice recognition software im a teacher and have used dragon in the past to grade papers i decided to upgrade my version of dragon to a newer version thinking that it would be more accurate i tried using it today and discovered what a terrible mistake i had made this software is unable to replicate even basic sentences unfortunately amazon will not allow a return of downloadable software so im stuck eating the cost of this useless code i would not recommend this product it is a complete waste of money,dragon naturallyspeaking home ,27.99,0.696078431372549,102.0,11.333333333333334,-23.6,102,1,14,9,1,8,1,2,18,102.0,102.0,11.3333,9.0,14.0,9.0,0.8889,8.0,1.0,1.0,2.0,0.2222,18.0,2.0,52,15,47,14,69,17,58,16,0.84,0.28,0.29,0.31,1.56,0.88,52,38,39.6,39.9,0.75,0.76,4.43,6.26,0.93,27.53,0.81,0.88,12.25,2.47,0.24,0.74,0.19,0.05,0.24
B003O56UYS,5.0,i am sure my review will sound like others but this product is excellent  i was all set to purchase rosetta stone until i learned about their limitations on use on multiple computers and strict licensing  in addition after reading that rosetta stone is full immersion without explanations i knew that was not the product for me  fluenz is a very easy to use and very well designed product  it teaches you situational phrases and questions at the get go  i dont need to know the word for zebra or other non essential words in the beginning  i am traveling to france in february to visit as friend and already feel after taking fluenz french  that i could have a basic conversation in french  i am very exicted to continue with fluenz  and   the podcasts and audio files are great for those commutes into work  i will and already have recommended this product to several friends and family,learn french fluenz french  for mac pc iphone ipad amp android phones version ,308.0,0.6518987341772152,52.666666666666664,9.294117647058824,-80.44,158,1,26,17,3,14,3,8,21,158.0,52.6667,9.2941,17.0,8.6667,5.6667,0.8235,4.6667,3.0,1.0,2.6667,0.4706,7.0,1.2353,68,20,64,20,100,23,86,23,0.86,0.27,0.29,0.18,0.73,0.6,68,36,38.6,40.5,0.68,0.74,4.81,6.8,0.92,23.88,0.74,0.95,20.05,3.17,0.24,0.7,0.22,0.02,0.24
B0055XNWJI,5.0,we used this with our garmin for ireland it worked really well especially given the fact that there were so many roundabouts i really dont know how we would have gotten around without it also since driving is on the left side of the road i think that attempting to drive and follow directions is incredibly difficult without a gps i would highly highly recommend this to anyone traveling abroad if they plan to go via car,garmin city navigator europe nt map card microsdsd,79.0,0.8051948051948052,77.0,7.0,10.24,77,1,14,11,1,10,1,1,13,77.0,77.0,7.0,11.0,14.0,11.0,0.9091,10.0,1.0,1.0,1.0,0.0909,13.0,1.1818,39,9,32,6,45,9,36,6,0.8,0.17,0.23,0.0,0.0,0.0,39,39,39.0,39.0,0.87,0.87,4.11,5.81,0.96,43.98,0.89,1.0,14.0,2.65,0.39,0.92,0.08,0.11,0.19
B008S0IV9G,5.0,i have used and been a fan of quick books and quick books pro for years  i recently purchased my first apple product  i was assured by the apple folks that quick books pro for mac would work the same on apple as it did on windows  i was able to copy my quick books data to a flash drive and transfer it to my mac  i lost no data never missing a step  i continue to be pleased with intuit whether i am using it on windows or a mac,quickbooks for mac  old version,159.99,0.6043956043956044,91.0,10.11111111111111,4.49,91,1,12,9,1,8,1,4,12,91.0,91.0,10.1111,9.0,12.0,9.0,0.8889,8.0,1.0,1.0,4.0,0.4444,12.0,1.3333,34,7,31,7,58,12,50,12,0.86,0.24,0.21,0.13,0.27,0.37,34,32,31.1,31.9,0.59,0.64,3.16,4.46,0.87,13.41,0.62,0.87,11.27,2.37,0.26,0.48,0.1,0.02,0.12
B000YMR61A,4.0,ive used turbotax for years and noticed past years boxes cluttering my closet shelf so thought id avoid the box and download  download and install took all of about  minutesothers complaints appear to be due to isp problems or slow bandwidth  the file is about  mb so if you dont have high speed connectivity youll have issuesotherwise turbotax has been a solid software package for years as to the person complaining about only getting one state turbo tax has been sold that way for at least  years that im aware of theyve always made you pay for a second state,turbotax deluxe federal  state   download old version,44.95,0.75,100.0,11.11111111111111,-13.11,100,1,14,9,1,8,1,4,16,100.0,100.0,11.1111,9.0,14.0,9.0,0.8889,8.0,1.0,1.0,4.0,0.4444,16.0,1.7778,52,21,48,21,65,23,54,23,0.83,0.43,0.4,0.44,3.06,1.24,52,41,41.9,40.9,0.8,0.82,4.56,6.45,0.95,33.91,0.89,1.0,16.0,2.83,0.3,0.8,0.13,0.02,0.15
B000068NNN,2.0,reader rabbit preschool has  games and one additional game that you earn  although there is a game that focuses on letters and sounds and one on numbers and counting the other three are all color and shape with patterns in the bugs game  the games allow your child to practice skills they have but doesnt do as much to help them learn as it could  if they dont know the skill they might get frustrated with a game  it does increase difficulty with success more colors patterns and tracks progress  from a programming stand point the game functioned well on my pc with windows mein bug matching baby bugs are dragged up to their matching parent  the bugs are irregular shapes with colors andor  patterns  the baby bug wont release unless you have it with the right parent but it doesnt appear that the number or choices is reducedin rainbow falls the child is ask to fill a particular shape and later a particular sized shape with the color  if the child picks the wrong color or shape they are told what color or shape they picked but the program never resorts to actually showing the child what shape or color they need to pickthe third colorshape game has the child picking matching gems in the mining game  if they pick the wrong one they get a horn but no further helpin the number game they are shown a rocket with the number and number of dots equal to the number of sparklenauts needed in the space ship  the child is told he has too many or too few but isnt actually told to add or remove x number of sparklenauts  every successful launch fixes a cloud but there are way too many clouds so this game tends to dragin rushing river an object floats down in a raft and waits for the child to choose the matching letter from the  choices above and shake glitter over the item  the beginning letter and object is named if you click on the object  the letter choices above are not named  if you choose the wrong letter it will tell you that but it never reduces your choices or gives hintsthe bonus game is has the child string movements together to create a dancethere isnt enough variety or difficulty for my son that just turned   my son that just turned  is challenged by the letter and numbers section but not the  colorshape sections  i would recommend jumpstart advance preschool for more variety and challenge,reader rabbit preschool  old version,19.99,0.46919431279620855,,,-339.94,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,44,130,44,250,60,217,60,0.87,0.28,0.31,0.26,4.45,1.49,140,39,40.7,37.7,0.56,0.75,6.26,8.85,0.89,22.83,0.6,0.77,38.46,4.39,0.23,0.48,0.1,0.02,0.12
B00E6OPE0M,2.0,during the download of this non cd version keep getting repeating message that i have to update my windows service pack when all  the updatescomplete had been done automatically i had to get the mcafee technical support to resolve this problem unless this problem has been resolve mcafee should continue using the cd version,mcafee total protection   free upgrade ,4.96,0.7222222222222222,54.0,9.0,16.67,54,1,12,6,1,5,1,0,6,54.0,54.0,9.0,6.0,12.0,6.0,0.8333,5.0,1.0,1.0,0.0,0.0,6.0,1.0,25,8,22,7,36,11,29,10,0.81,0.34,0.32,0.2,0.4,0.45,25,25,25.0,25.0,0.69,0.69,2.95,4.17,0.9,15.29,0.76,0.9,8.1,2.01,0.31,0.73,0.14,0.0,0.14
B009HBDMAS,5.0,its pretty easy to use the only trouble i had was making a correction on one work sheet  the program found the error but it took me a little time to figure out how to locate the form  turbotax could have added a dialog to direct me to the forms easier,turbotax deluxe federal  efile  state  for mac old version,59.99,0.7843137254901961,51.0,12.75,36.63,51,1,8,4,1,3,1,0,5,51.0,51.0,12.75,4.0,8.0,4.0,0.75,3.0,1.0,1.0,0.0,0.0,5.0,1.25,26,4,23,4,29,4,25,4,0.86,0.16,0.15,0.12,0.12,0.25,26,26,26.0,26.0,0.9,0.9,3.41,4.83,0.97,45.09,0.92,1.0,8.0,2.0,0.32,0.92,0.16,0.0,0.16
B00005LBVU,3.0,a nostalgia post on tumblr inspired me to reinstall logical journey of the zoombinis i was wondering how it held up as an adult not so well ill admiti love the overall theme and graphics and especially the pizza and mudball games i liked bloats as the villain name since it seemed like a programmer injokehowever the gameplay is slow ironically including the mudball game the sound effects can get repetitiveanimated effects slow down actual play by making it take longer to see the results of your decisions and move on its kind of like a bunch of unskippable cutscenes this adds to the feeling of grinding the frog game is particularly bad at this so are the mirror and bubble ones and you cant skip that leg you can only send zoombinis through the mirror one at a time you can send them through the bubbles more than one at a time but they might collide and get sent back which adds to the frustrationthe fleen game is the only one i find challenging maybe also the caverns at a higher level i can never seem to survive them with a full batch of  you need to get through a whole leg with a full batch of  to level up which was frustrating for me wanting to get right to a higher leveleven with eight sets of twins and leaving most traits the same you have to change a couple traits even so this makes the games that care about zoombini traits ridiculously easy i often make an all random batch at zoombini isle partially to save time and partially for more challenge in the zoombini traits gamesone side of cliffs or caverns accepts one variety of the characteristic in question and the other side takes all other version of that characteristics this makes those puzzles simpler although maybe the higher levels have a  split also the caverns have you figure this out for two sets of pairs instead of just onei have an old version of the cdrom logical journey of the zoombinis deluxe dated  that ran fine on windows xp although with a lot of processorram which can often happen with emulating an environment to run old code as such i cant speak to other technical difficulties,zoombinis logical journey  pcmac,15.88,0.5263157894736842,,,-297.31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,53,137,52,220,69,195,68,0.89,0.35,0.36,0.22,2.67,1.15,149,44,44.5,41.3,0.68,0.82,7.1,10.05,0.93,32.42,0.7,0.78,32.67,4.04,0.22,0.67,0.16,0.06,0.22
B00H9A60O4,2.0,the program was only good for  days what a nice free trial my computer froze it was hard to remove from my system what the heck it did not work for me i was being polite maybe i will have to buy a new computer because mine is to old not,avast free antivirus  download,0.01,0.7450980392156863,51.0,7.285714285714286,45.09,51,1,9,7,1,6,1,0,7,51.0,51.0,7.2857,7.0,9.0,7.0,0.8571,6.0,1.0,1.0,0.0,0.0,7.0,1.0,25,3,21,3,32,3,23,3,0.72,0.13,0.12,0.25,0.25,0.35,25,25,25.0,25.0,0.78,0.78,3.12,4.42,0.93,21.13,0.91,1.0,4.0,1.41,0.17,0.82,0.3,0.04,0.35
B0003CIV10,2.0,installed this cd but the screen came up upside down and i could not find a way to turn it right side up  it is useless unless you can stand on your head to play it  i owned this cd  years again and it was a great way to learn abcs  i wish it played correctly,dr seussquot abcs,9.69,0.75,inf,8.0,48.48,56,1,10,7,0,4,0,0,8,56.0,0.0,8.0,7.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,1.1429,26,6,21,5,32,7,25,6,0.78,0.24,0.23,0.09,0.09,0.21,26,26,26.0,26.0,0.81,0.81,3.25,4.6,0.94,25.12,0.84,0.91,9.09,2.13,0.4,0.78,0.16,0.04,0.2
B00UB76290,4.0,i really like the kindle format for reading books and have the pc app installed on  desktop pcs a laptop pc and a nextbook micropc that i use when traveling  it runs fine on win  and win   i also like that kindle versions of some of the books i want to read are significantly lower in price than are hardcopy books  i look forward to new versions of the kindle app that add new features for text and background color text sizes and note taking while reading  its a fine app but theres always room for improvement,kindle for pc download,0.0,0.6288659793814433,97.0,13.857142857142858,-10.07,97,1,12,7,1,7,1,6,15,97.0,97.0,13.8571,7.0,12.0,7.0,1.0,7.0,1.0,1.0,6.0,0.8571,15.0,2.1429,42,13,38,13,62,19,56,19,0.9,0.34,0.31,0.15,0.31,0.39,42,34,35.1,35.2,0.68,0.68,3.77,5.33,0.91,18.99,0.68,0.85,9.31,2.16,0.2,0.67,0.12,0.05,0.18
B005LTV8G0,3.0,i have had no problems running vmware fusion  with a windows  and various linux installations  butim not happy about the fact that it requires a paid upgrade only a year later in order to maintain compatibility with mountain lion  i was happy using virtualbox for virtualization prior to vmware and will be going back to that stable reliable and free open source solution available from oracle,vmware fusion  old version,39.99,0.8333333333333334,66.0,22.0,-3.98,66,1,6,3,1,2,1,3,6,66.0,66.0,22.0,3.0,6.0,3.0,0.6667,2.0,1.0,1.0,3.0,1.0,6.0,2.0,39,15,35,15,44,16,38,16,0.86,0.42,0.38,0.0,0.0,0.0,39,39,39.0,39.0,0.89,0.89,4.16,5.88,0.97,51.56,0.92,1.0,5.0,1.58,0.13,0.95,0.24,0.08,0.32
B0014X2UAK,5.0,hi im julian and i bought a macbook pro  weeks ago and i was looking for software for my new maci was one of these guys that says apple sucks microsoft ftw  but this time i say  apple you made it make presentations in keynote is just awesome i make the best grades with it the effects  are smooth the resolution is crispy and bright pages makes me imagine that im in the future i started to use numbers and is sooooooooooo gooodd microsoft should be scaredthe seller was obitech and the product delivered  days before the estimated date stars no fear to buy one,iwork ,27.41,0.7428571428571429,26.25,5.526315789473684,-9.73,105,1,21,19,4,13,4,2,21,105.0,26.25,5.5263,19.0,5.25,4.75,0.6842,3.25,4.0,1.0,0.5,0.1053,5.25,1.1053,50,23,47,22,69,26,59,25,0.86,0.42,0.46,0.07,0.07,0.18,50,36,38.2,36.6,0.72,0.72,4.26,6.02,0.92,24.17,0.8,0.67,6.67,1.83,0.17,0.83,0.22,0.02,0.24
B002CIP12U,5.0,i own a previous version of this software and have loved it but the improvements make it worth the additional money  recently i popped into arches national park just before sunset and didnt have time to set up my tripod before shooting  when i merged the images using the older version they didnt align  however a tried again with the new version  it has a handheld setting and wow perfect alignment  ill be revisiting a number of older images to see what can be done,photomatix pro ,99.0,0.7294117647058823,85.0,9.444444444444445,-6.35,85,1,13,9,1,4,1,3,9,85.0,85.0,9.4444,9.0,13.0,9.0,0.4444,4.0,1.0,1.0,3.0,0.3333,9.0,1.0,45,13,39,13,55,14,45,14,0.82,0.31,0.29,0.31,1.23,0.78,45,43,41.6,42.3,0.82,0.86,4.29,6.07,0.95,34.75,0.87,1.0,13.0,2.55,0.29,0.85,0.2,0.04,0.24
B00597EEIS,5.0,needed to put together packets into an easily manageable file for a one print function  this let me blend documents from different varieties into one  had word documents power point slides other pdf files and excel spreadsheets  beats having to print and scan each document to make a single file,pdf fusion download,49.99,0.82,50.0,12.5,20.73,50,1,10,4,1,3,1,2,8,50.0,50.0,12.5,4.0,10.0,4.0,0.75,3.0,1.0,1.0,2.0,0.5,8.0,2.0,27,8,24,8,33,8,29,8,0.88,0.28,0.3,0.33,1.0,0.71,27,27,27.0,27.0,0.82,0.82,3.32,4.7,0.94,26.46,0.83,1.0,9.0,2.12,0.31,0.71,0.21,0.0,0.21
B010P91LYY,1.0,twice the program would not install  separate computers one was new out of the box  both times tech support did some things for about  miniutes and both times they say something on my computers is preventing the install and for  they can remove those  items and install total protection  again one is a new laptop out of the box  same excuse both times  weeks apart  its a scam to drum up more business i think also this is not a cd but a credit card size card with a code to install via internet download  i wanted a cd,mcafee  total protection unlimited devices key code,34.7,0.6767676767676768,99.0,9.0,-12.1,99,1,13,11,1,6,1,2,12,99.0,99.0,9.0,11.0,13.0,11.0,0.5455,6.0,1.0,1.0,2.0,0.1818,12.0,1.0909,43,10,36,9,58,14,47,13,0.81,0.28,0.23,0.27,0.82,0.64,43,39,38.4,39.0,0.74,0.78,3.99,5.65,0.93,23.93,0.77,0.82,7.36,1.92,0.19,0.76,0.13,0.0,0.13
B009WLN5M8,1.0,i would give it zero stars if i could  i bought it to have some fun with my pictures  i swear the program has locked up every single time i use it  when i use the project studio i cant edit  i was trying to merge two pictures together and use a soft erase to make it look like one picture but i cant even figure out how to erase or edit  theres about  down the drain,photo explosion deluxe ,31.99,0.7142857142857143,77.0,9.625,18.7,77,1,13,8,1,6,1,3,7,77.0,77.0,9.625,8.0,13.0,8.0,0.75,6.0,1.0,1.0,3.0,0.375,7.0,0.875,31,7,26,7,47,10,41,10,0.87,0.24,0.23,0.28,1.39,0.83,31,31,31.0,31.0,0.66,0.66,3.2,4.52,0.89,15.47,0.63,0.78,10.89,2.33,0.34,0.6,0.05,0.02,0.07
B0002ZL49Y,5.0,the product arrived on time and was exactly what i ordered so i ordered more of the same i would recommend this vendor the product is the older jumpstart preschool and i can understand why the new version is an improvement this older classic version is good but it does not offer incremental rewards ie train tickets and train rides the user receives immediate hoorays after completing each task but no accumlated rewards my  year old granddaughter who had never played any computer games before enjoyed this game my students ages   and  use the jumpstart preschool and jumpstart advanced preschool weekly and i ordered this classic version to give them one more ageappropriate title to enjoy,havas jumpstart preschool classic   ,14.95,0.6810344827586207,38.666666666666664,8.285714285714286,-37.81,116,1,17,14,3,7,2,4,13,116.0,38.6667,8.2857,14.0,5.6667,4.6667,0.5,2.3333,3.0,0.6667,1.3333,0.2857,4.3333,0.9286,53,12,48,12,77,18,69,18,0.9,0.26,0.23,0.0,0.0,0.0,53,38,38.5,40.2,0.69,0.76,4.27,6.04,0.91,21.94,0.7,0.82,11.53,2.4,0.2,0.69,0.2,0.01,0.22
B00FFINUJK,1.0,first and last time i ever buy software from amazon with their no return policy it was a shot in the dark and the shot came back to get me everything went fine through the purchase so im not so down on amazon but after it loaded i could not get it to work on my windows  machine contacted tech support through amazon with no help contacted intuit with a solution of a free code to use the online version of turbo tax tried to contact turbo tax for a refund seeing i did not get what i paid for they advertise a unconditional money back guarantee good luck on that as i have not hear anything from them,turbotax home and business fed  efile  state  old version,99.99,0.6722689075630253,119.0,11.9,-32.4,119,1,15,10,1,7,1,1,16,119.0,119.0,11.9,10.0,15.0,10.0,0.7,7.0,1.0,1.0,1.0,0.1,16.0,1.6,55,11,49,11,73,15,63,15,0.86,0.24,0.2,0.06,0.06,0.17,55,42,40.5,39.2,0.75,0.84,4.55,6.44,0.93,28.24,0.78,0.76,9.94,2.23,0.21,0.75,0.16,0.03,0.19
B000WJ67UQ,5.0,one of my biggest worries was trying to navigate in a foreign country with a language i hadnt spoken in nearly  years  the challenge was to pickup a car in calais drive around normandy and drop it off at a location in paris  i dont think i could have done it without this tool  we had only one hiccup which was minor and quickly addressed before we recalculated our way onto the right path  my garmin is only a year old and i think if you have a model purchased within the past few years you should be fine  i hope to go back to europe in about  months and i know ill bring my garmin with a map of italy this timeenjoy,garmin city navigator europe nt  beneluxfrance,34.96,0.6829268292682927,123.0,9.461538461538462,-28.0,123,1,17,13,1,9,1,2,16,123.0,123.0,9.4615,13.0,17.0,13.0,0.6923,9.0,1.0,1.0,2.0,0.1538,16.0,1.2308,56,14,53,14,72,15,63,15,0.88,0.24,0.25,0.35,2.12,1.03,56,39,40.6,38.6,0.78,0.78,4.67,6.6,0.94,31.61,0.84,0.94,15.06,2.74,0.25,0.79,0.16,0.1,0.25
B00UB76290,5.0,what more needs to be said than its a kindle  it functions exactly as a kindle would except for the send to kindle feature which doesnt work  you have to download anything you want to read in kindle format or some other format that your kindle for pc can read  i couldnt be happier and wouldnt have minded spending a small sum to get it,kindle for pc download,0.0,0.7384615384615385,65.0,9.285714285714286,22.42,65,1,14,7,1,6,1,2,9,65.0,65.0,9.2857,7.0,14.0,7.0,0.8571,6.0,1.0,1.0,2.0,0.2857,9.0,1.2857,29,8,26,8,37,13,32,13,0.86,0.41,0.28,0.25,0.75,0.61,29,29,29.0,29.0,0.78,0.78,3.37,4.77,0.93,23.24,0.81,0.92,10.08,2.25,0.34,0.79,0.16,0.03,0.19
B00NVSWNM6,1.0,the deep scan annihilated what had been previously accessible through a demo using different software after researching the consensus seemed to be that  was top of the line for actual recoverytransfer so i threw down the money lost absolutely everything an error message prompted to call tech support was instructed to initiate the clone option which id already done and aborted because it wasby its own estimationgoing to take  days computer in perfect condition to transfer the corrupt data to a brand new hard drivebut i ran the procedure again currently seven hours into a  scan  with frequent stops note that this is only the scan not any sort of data transfer worse still is that the data i could see on the demo software a different product was gone tech support told me that if the cloning procedure didnt work and theres a good chance it wont i can always send it in for a  dollar data extractioni know its tempting to gloss over onestar reviews and take the plunge having seen so many raves this is the first time ive ever felt compelled to weigh in online in the hopes that you yes you think about this from a few angles before blowing the money and potentially years worth of data,data rescue  for mac computer hard drive and deleted file recovery software used by apple fbi it professionals and home users topawarded,79.0,0.676056338028169,213.0,8.875,-136.27,213,1,34,24,1,23,1,4,41,213.0,213.0,8.875,24.0,34.0,24.0,0.9583,23.0,1.0,1.0,4.0,0.1667,41.0,1.7083,108,37,99,36,135,41,118,40,0.87,0.34,0.34,0.38,4.97,1.58,108,47,44.5,44.3,0.8,0.88,6.57,9.3,0.95,46.83,0.84,0.94,30.12,3.88,0.27,0.8,0.16,0.07,0.23
